hhid,feed_Chickens,main_purpose_Chickens,form_contract_Chickens,contract_coverage_Chickens,num_Chickens,own_all_Chickens,own_off_holding_Chickens,births_Chickens,bought_Chickens,purchase_price_Chickens,received_Chickens,deaths_Chickens,sold_Chickens,sale_ppkg_Chickens,stolen_Chickens,gift_Chickens,slghtr_Chickens,meat_sold_Chickens,meat_stock_Chickens,meat_stock_purpose_Chickens,breeding_Chickens,breeding_cost_Chickens,vax_Chickens,num_vax_Chickens,trt_int_parasite_Chickens,trt_ext_parasite_Chickens,trt_vax_spending_Chickens,cur_trt_Chickens,cur_trt_spending_Chickens,months_eggs_collected_Chickens,days_month_eggs_collect_Chickens,daily_avg_egg_prod_Chickens,egg_price_Chickens,purchase_spending_Chickens,provision_feed_Chickens,for_sale_live_Chickens,for_eggs_Chickens,for_eggs_sale_Chickens,for_gift_Chickens,for_meat_Chickens,for_hh_consum_Chickens,for_savings_Chickens,for_breeding_Chickens,bought_received_Chickens,growth_Chickens,loss_Chickens,net_growth_Chickens,num_start_Chickens,growth_pct_Chickens,loss_pct_Chickens,net_growth_pct_Chickens,peak_num_Chickens,mortality_rt_Chickens,vax_pct_Chickens,eggs_total_prod_Chickens,eggs_prod_annualized_Chickens,eggs_lost_pct_Chickens,eggs_kept_pct_Chickens,eggs_kept_Chickens,eggs_lost_Chickens,eggs_own_consump_pct_Chickens,eggs_own_consump_Chickens,eggs_sold_pct_Chickens,eggs_sold_Chickens,egg_price_prov_med_Chickens,egg_price_obs_Chickens,egg_price_impt_Chickens,egg_price_natl_med_Chickens,eggs_value_lost_Chickens,eggs_value_cultiv_Chickens,eggs_value_consump_Chickens,eggs_revenue_Chickens,ppkg_prov_med_Chickens,sale_ppkg_obs_Chickens,sale_ppkg_impt_Chickens,ppkg_natl_med_Chickens,sale_price_Chickens,sale_revenue_Chickens,slghtr_ppkg_Chickens,slghtr_unit_value_Chickens,slghtr_value_Chickens,prod_value_Chickens,feed_Ducks,main_purpose_Ducks,form_contract_Ducks,contract_coverage_Ducks,num_Ducks,own_all_Ducks,own_off_holding_Ducks,births_Ducks,bought_Ducks,purchase_price_Ducks,received_Ducks,deaths_Ducks,sold_Ducks,sale_ppkg_Ducks,stolen_Ducks,gift_Ducks,slghtr_Ducks,meat_sold_Ducks,meat_stock_Ducks,meat_stock_purpose_Ducks,breeding_Ducks,breeding_cost_Ducks,vax_Ducks,num_vax_Ducks,trt_int_parasite_Ducks,trt_ext_parasite_Ducks,trt_vax_spending_Ducks,cur_trt_Ducks,cur_trt_spending_Ducks,months_eggs_collected_Ducks,days_month_eggs_collect_Ducks,daily_avg_egg_prod_Ducks,egg_price_Ducks,purchase_spending_Ducks,provision_feed_Ducks,for_sale_live_Ducks,for_eggs_Ducks,for_eggs_sale_Ducks,for_gift_Ducks,for_meat_Ducks,for_hh_consum_Ducks,for_savings_Ducks,for_breeding_Ducks,bought_received_Ducks,growth_Ducks,loss_Ducks,net_growth_Ducks,num_start_Ducks,growth_pct_Ducks,loss_pct_Ducks,net_growth_pct_Ducks,peak_num_Ducks,mortality_rt_Ducks,vax_pct_Ducks,eggs_total_prod_Ducks,eggs_prod_annualized_Ducks,eggs_lost_pct_Ducks,eggs_kept_pct_Ducks,eggs_kept_Ducks,eggs_lost_Ducks,eggs_own_consump_pct_Ducks,eggs_own_consump_Ducks,eggs_sold_pct_Ducks,eggs_sold_Ducks,egg_price_prov_med_Ducks,egg_price_obs_Ducks,egg_price_impt_Ducks,egg_price_natl_med_Ducks,eggs_value_lost_Ducks,eggs_value_cultiv_Ducks,eggs_value_consump_Ducks,eggs_revenue_Ducks,ppkg_prov_med_Ducks,sale_ppkg_obs_Ducks,sale_ppkg_impt_Ducks,ppkg_natl_med_Ducks,sale_price_Ducks,sale_revenue_Ducks,slghtr_ppkg_Ducks,slghtr_unit_value_Ducks,slghtr_value_Ducks,prod_value_Ducks,province
HID103416,2,3,0,,150,1,0,132,0,,0,40,30,15000,0,0,30,0,0,,0,,1,0,0,0,20000,0,,,,,,,1,1,0,0,0,1,1,0,0,0,132,100,32,118,1.1186441,.84745765,.27118644,250,.16,0,,,,,,,,,,,800,,,800,,,,,15000,15000,,16000,34500,1035000,15000,22500,675000,1710000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
HID103572,1,3,0,,16,1,0,0,0,,0,0,0,17000,0,0,5,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,0,5,-5,21,0,.23809524,-.23809524,21,0,0,,,,,,,,,,,,,,800,,,,,17000,,17000,16000,39100,,17000,23800,119000,119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID103647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID103775,1,3,0,,11,1,0,2,0,,0,9,0,14000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,1,0,0,0,2,9,-7,18,.11111111,.5,-.3888889,20,.44999999,0,,,,,,,,,,,,,,800,,,,,14000,,14000,16000,32200,,14000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID103871,1,3,0,,10,1,0,8,0,,0,4,0,16000,0,0,0,0,0,,0,,0,0,0,0,,0,,2,10,2,800,,0,0,1,0,0,0,1,0,0,0,8,4,4,6,1.3333334,.66666669,.66666669,14,.2857143,0,40,730.5,0,1,40,0,0,0,0,0,,,800,800,,32000,0,0,16000,,16000,16000,36800,,16000,,,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID103915,2,3,0,,5,1,0,30,0,,0,10,0,16000,0,0,10,0,0,,0,,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,30,20,10,1,30,20,10,31,.32258064,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,,16000,24000,240000,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
HID103986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
HID103990,1,3,0,,7,1,0,5,0,,0,15,0,17000,0,0,2,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,5,17,-12,19,.2631579,.89473683,-.63157892,24,.625,0,,,,,,,,,,,,,,800,,,,,17000,,17000,16000,39100,,17000,27200,54400,54400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID104034,1,3,0,,30,1,0,30,0,,0,5,6,18000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,1,0,0,0,30,21,9,21,1.4285715,1,.42857143,51,.098039217,0,,,,,,,,,,,800,,,800,,,,,17000,18000,,16000,41400,248400,18000,27000,270000,518400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID104238,2,3,0,,20,1,0,15,0,,0,3,0,17000,0,0,12,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,15,15,0,20,.75,.75,0,35,.085714288,0,,,,,,,,,,,800,,,800,,,,,17000,,17000,16000,39100,,17000,22100,265200,265200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID104328,2,3,0,,15,1,0,30,0,,0,10,0,16000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,30,15,15,1,30,15,15,31,.32258064,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,,16000,20800,104000,104000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
HID104349,2,3,0,,12,1,0,10,0,,0,0,0,18000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,10,5,5,7,1.4285715,.71428573,.71428573,17,0,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,,18000,27000,135000,135000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID104451,1,1,0,,10,1,0,20,0,,0,2,10,17000,0,0,2,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,20,14,6,4,5,3.5,1.5,24,.083333336,0,,,,,,,,,,,,,,800,,,,,16000,17000,,16000,39100,391000,17000,25500,51000,442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID104495,2,1,0,,100,1,0,0,10,4000,0,0,60,13000,0,10,30,0,0,,1,0,0,0,0,0,,0,,,,,,40000,1,1,0,0,1,1,0,0,0,10,10,100,-90,190,.052631579,.52631581,-.47368422,200,0,0,,,,,,,,,,,800,,,800,,,,,15000,13000,,16000,29900,1794000,13000,16900,507000,2301000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
HID104497,1,3,0,,50,1,0,20,0,,0,4,3,16000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,1,0,0,0,20,17,3,47,.42553192,.36170211,.063829787,67,.059701491,0,,,,,,,,,,,,,,800,,,,,15000,16000,,16000,36800,110400,16000,24000,240000,350400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID104607,2,3,0,,30,1,0,0,0,,30,10,0,16000,0,0,15,0,0,,0,,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,30,30,25,5,25,1.2,1,.2,55,.18181819,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,,16000,20800,312000,312000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
HID104779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HID104786,1,3,0,,30,1,0,12,0,,0,5,0,16000,3,0,10,0,1,1,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,12,18,-6,36,.33333334,.5,-.16666667,48,.10416666,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,,16000,16000,160000,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
HID104920,1,3,0,,15,1,0,25,0,,0,6,0,15000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,25,16,9,6,4.1666665,2.6666667,1.5,31,.19354838,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,19500,195000,195000,1,3,0,,5,1,0,15,0,,0,2,0,10000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,1,0,0,0,15,2,13,1,15,2,13,16,.125,0,,,,,,,,,,,,,,500,,,,,10000,,10000,12000,15000,,10000,,,0,17
HID104929,1,3,0,,20,1,0,15,0,,0,0,0,18000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,15,5,10,10,1.5,.5,1,25,0,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,,18000,23400,117000,117000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID105113,2,3,0,,30,1,1,16,0,,0,5,5,18000,0,0,6,0,0,,0,,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,1,0,0,0,16,16,0,30,.53333336,.53333336,0,46,.10869565,0,,,,,,,,,,,,,,800,,,,,16000,18000,,16000,41400,207000,18000,27000,162000,369000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID105181,1,3,0,,5,1,0,30,0,,0,20,0,14000,0,0,5,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,30,25,5,1,30,25,5,31,.64516127,0,,,,,,,,,,,,,,800,,,,,14000,,14000,16000,32200,,14000,14000,70000,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID105281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID105463,1,1,0,,20,1,0,0,0,,0,0,10,18000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,0,15,-15,35,0,.42857143,-.42857143,35,0,0,,,,,,,,,,,,,,800,,,,,17000,18000,,16000,41400,414000,18000,21600,108000,522000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID105557,2,3,0,,425,1,0,15,0,,0,12,17,20000,0,0,8,0,0,,1,0,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,1,0,0,0,15,37,-22,447,.033557046,.082774051,-.049217001,462,.025974026,0,,,,,,,,,,,1000,,,800,,,,,18000,20000,,16000,46000,782000,20000,32000,256000,1038000,2,3,0,,22,1,0,18,0,,0,4,7,10000,0,0,4,0,0,,1,0,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,1,0,0,0,18,15,3,19,.94736844,.78947371,.15789473,37,.10810811,0,,,,,,,,,,,500,,,500,,,,,10000,10000,,12000,15000,105000,10000,17000,68000,173000,7
HID105612,1,3,0,,15,1,0,10,0,,0,5,0,18000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,1,0,0,0,10,5,5,10,1,.5,.5,20,.25,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,,18000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID105858,1,3,0,,18,1,0,8,0,,0,5,0,18000,0,0,7,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,8,12,-4,22,.36363637,.54545456,-.18181819,30,.16666667,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,41400,,18000,23400,163800,163800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HID105861,1,3,0,,6,1,0,15,0,,0,5,0,20000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,1,0,0,0,15,5,10,1,15,5,10,16,.3125,0,,,,,,,,,,,,,,800,,,,,20000,,20000,16000,46000,,20000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
HID105878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
HID105943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
HID105944,2,3,0,,40,1,0,60,0,,0,70,30,17000,0,0,60,0,0,,0,,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,1,0,0,0,60,160,-100,140,.42857143,1.1428572,-.71428573,200,.34999999,0,,,,,,,,,,,,,,800,,,,,15000,17000,,16000,39100,1173000,17000,25500,1530000,2703000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
HID105976,1,1,1,0,10,1,0,50,0,,0,10,20,13000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,0,0,0,0,0,50,30,20,1,50,30,20,51,.19607843,0,,,,,,,,,,,,,,800,,,,,14000,13000,,16000,29900,598000,13000,,,598000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID106020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID106089,1,3,0,,10,1,0,20,0,,0,10,0,17500,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,1,0,0,0,20,10,10,1,20,10,10,21,.47619048,0,,,,,,,,,,,,,,800,,,,,17500,,17500,16000,40250,,17500,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
HID106192,1,1,0,,6,1,0,0,0,,0,0,0,17000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,,,,,,,,,,,,,,800,,,,,17000,,17000,16000,39100,,17000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID106199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID106297,2,1,0,,50,1,0,200,0,,0,20,150,17000,0,10,50,0,0,,1,0,0,0,1,1,200000,1,400000,,,,,,1,1,0,0,1,1,0,0,0,0,200,230,-30,80,2.5,2.875,-.375,280,.071428575,0,,,,,,,,,,,1000,,,800,,,,,18000,17000,,16000,39100,5865000,17000,34000,1700000,7565000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID106338,3,1,0,,70,1,0,34,5,12000,0,30,20,12000,0,10,15,0,0,,0,,0,0,0,0,,0,,,,,,60000,1,1,0,0,1,1,0,0,0,5,39,75,-36,106,.36792454,.70754719,-.33962265,145,.20689656,0,,,,,,,,,,,,,,800,,,,,15000,12000,,16000,27600,552000,12000,18000,270000,822000,2,1,0,,3,1,0,0,0,,0,0,0,10000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,,,,,,,,,,,,,,500,,,,,10000,,10000,12000,15000,,10000,,,0,17
HID106354,1,3,0,,7,1,0,20,0,,0,5,20,17000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,1,0,0,0,20,30,-10,17,1.1764706,1.7647059,-.58823532,37,.13513513,0,,,,,,,,,,,,,,800,,,,,17000,17000,,16000,39100,782000,17000,25500,127500,909500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID106381,1,1,0,,150,1,0,0,150,15000,0,0,100,17000,0,0,0,0,0,,0,,1,150,1,1,30000,0,,,,,,2250000,0,1,0,0,0,0,0,0,0,150,150,100,50,100,1.5,1,.5,250,0,.60000002,,,,,,,,,,,1000,,,800,,,,,18000,17000,,16000,39100,3910000,17000,,,3910000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID106472,2,1,0,,50,1,0,0,0,,0,30,10,12000,0,0,10,0,0,,1,0,0,0,0,0,,1,70000,,,,,,1,1,0,0,0,1,0,0,0,0,0,50,-50,100,0,.5,-.5,100,.30000001,0,,,,,,,,,,,800,,,800,,,,,17000,12000,,16000,27600,276000,12000,14400,144000,420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID106720,1,3,0,,3,1,0,0,0,,0,0,0,18000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,41400,,18000,,,0,1,3,0,,2,1,0,0,0,,0,0,0,14500,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,,,,,,,,,,,500,,,500,,,,,14500,,14500,12000,21750,,14500,,,0,5
HID106741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID106763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID106833,1,3,0,,10,1,0,0,0,,0,5,0,18000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,1,0,0,0,0,5,-5,15,0,.33333334,-.33333334,15,.33333334,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,,18000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID106842,2,3,0,,20,1,0,0,0,,0,30,0,14000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,0,0,1,0,0,0,0,30,-30,50,0,.60000002,-.60000002,50,.60000002,0,,,,,,,,,,,,,,800,,,,,14000,,14000,16000,32200,,14000,,,0,2,3,0,,10,1,0,0,0,,0,10,0,10000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,0,20,-20,30,0,.66666669,-.66666669,30,.33333334,0,,,,,,,,,,,,,,500,,,,,10000,,10000,12000,15000,,10000,20000,200000,200000,22
HID107036,1,3,0,,50,1,0,20,0,,0,15,0,14000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,20,25,-5,55,.36363637,.45454547,-.090909094,75,.2,0,,,,,,,,,,,,,,800,,,,,14000,,14000,16000,32200,,14000,21000,210000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID107054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID107178,2,3,0,,20,1,0,0,0,,0,10,0,18000,0,0,10,0,0,,0,,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,0,20,-20,40,0,.5,-.5,40,.25,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,,18000,27000,270000,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID107233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID107298,1,3,0,,22,1,1,15,0,,0,5,0,19000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,1,0,0,0,15,5,10,12,1.25,.41666666,.83333331,27,.18518518,0,,,,,,,,,,,,,,800,,,,,19000,,19000,16000,43700,,19000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
