hhid,feed_Chickens,form_contract_Chickens,contract_coverage_Chickens,num_Chickens,births_Chickens,bought_received_Chickens,deaths_Chickens,sold_Chickens,sale_ppkg_Chickens,stolen_Chickens,gift_Chickens,slghtr_Chickens,num_vax_Chickens,months_eggs_collected_Chickens,days_month_eggs_collect_Chickens,daily_avg_egg_prod_Chickens,egg_price_Chickens,provision_feed_Chickens,for_sale_live_Chickens,for_gift_Chickens,for_meat_Chickens,for_eggs_total_Chickens,for_eggs_sale_Chickens,for_eggs_consump_Chickens,for_eggs_gift_Chickens,for_eggs_other_Chickens,growth_Chickens,loss_Chickens,net_growth_Chickens,num_start_Chickens,growth_pct_Chickens,loss_pct_Chickens,net_growth_pct_Chickens,peak_num_Chickens,mortality_rt_Chickens,vax_pct_Chickens,vax_Chickens,eggs_total_prod_Chickens,eggs_prod_annualized_Chickens,eggs_lost_pct_Chickens,eggs_kept_pct_Chickens,eggs_kept_Chickens,eggs_lost_Chickens,eggs_own_consump_pct_Chickens,eggs_own_consump_Chickens,eggs_sold_pct_Chickens,eggs_sold_Chickens,egg_price_prov_med_Chickens,egg_price_obs_Chickens,egg_price_impt_Chickens,egg_price_natl_med_Chickens,eggs_value_lost_Chickens,eggs_value_cultiv_Chickens,eggs_value_consump_Chickens,eggs_revenue_Chickens,ppkg_prov_med_Chickens,sale_ppkg_obs_Chickens,sale_ppkg_impt_Chickens,ppkg_natl_med_Chickens,sale_price_Chickens,sale_revenue_Chickens,slghtr_unit_value_Chickens,slghtr_value_Chickens,prod_value_Chickens,feed_Ducks,form_contract_Ducks,contract_coverage_Ducks,num_Ducks,births_Ducks,bought_received_Ducks,deaths_Ducks,sold_Ducks,sale_ppkg_Ducks,stolen_Ducks,gift_Ducks,slghtr_Ducks,num_vax_Ducks,months_eggs_collected_Ducks,days_month_eggs_collect_Ducks,daily_avg_egg_prod_Ducks,egg_price_Ducks,provision_feed_Ducks,for_sale_live_Ducks,for_gift_Ducks,for_meat_Ducks,for_eggs_total_Ducks,for_eggs_sale_Ducks,for_eggs_consump_Ducks,for_eggs_gift_Ducks,for_eggs_other_Ducks,growth_Ducks,loss_Ducks,net_growth_Ducks,num_start_Ducks,growth_pct_Ducks,loss_pct_Ducks,net_growth_pct_Ducks,peak_num_Ducks,mortality_rt_Ducks,vax_pct_Ducks,vax_Ducks,eggs_total_prod_Ducks,eggs_prod_annualized_Ducks,eggs_lost_pct_Ducks,eggs_kept_pct_Ducks,eggs_kept_Ducks,eggs_lost_Ducks,eggs_own_consump_pct_Ducks,eggs_own_consump_Ducks,eggs_sold_pct_Ducks,eggs_sold_Ducks,egg_price_prov_med_Ducks,egg_price_obs_Ducks,egg_price_impt_Ducks,egg_price_natl_med_Ducks,eggs_value_lost_Ducks,eggs_value_cultiv_Ducks,eggs_value_consump_Ducks,eggs_revenue_Ducks,ppkg_prov_med_Ducks,sale_ppkg_obs_Ducks,sale_ppkg_impt_Ducks,ppkg_natl_med_Ducks,sale_price_Ducks,sale_revenue_Ducks,slghtr_unit_value_Ducks,slghtr_value_Ducks,prod_value_Ducks,feed_Geese,form_contract_Geese,contract_coverage_Geese,num_Geese,births_Geese,bought_received_Geese,deaths_Geese,sold_Geese,sale_ppkg_Geese,stolen_Geese,gift_Geese,slghtr_Geese,num_vax_Geese,months_eggs_collected_Geese,days_month_eggs_collect_Geese,daily_avg_egg_prod_Geese,egg_price_Geese,provision_feed_Geese,for_sale_live_Geese,for_gift_Geese,for_meat_Geese,for_eggs_total_Geese,for_eggs_sale_Geese,for_eggs_consump_Geese,for_eggs_gift_Geese,for_eggs_other_Geese,growth_Geese,loss_Geese,net_growth_Geese,num_start_Geese,growth_pct_Geese,loss_pct_Geese,net_growth_pct_Geese,peak_num_Geese,mortality_rt_Geese,vax_pct_Geese,vax_Geese,eggs_total_prod_Geese,eggs_prod_annualized_Geese,eggs_lost_pct_Geese,eggs_kept_pct_Geese,eggs_kept_Geese,eggs_lost_Geese,eggs_own_consump_pct_Geese,eggs_own_consump_Geese,eggs_sold_pct_Geese,eggs_sold_Geese,egg_price_prov_med_Geese,egg_price_obs_Geese,egg_price_impt_Geese,egg_price_natl_med_Geese,eggs_value_lost_Geese,eggs_value_cultiv_Geese,eggs_value_consump_Geese,eggs_revenue_Geese,ppkg_prov_med_Geese,sale_ppkg_obs_Geese,sale_ppkg_impt_Geese,ppkg_natl_med_Geese,sale_price_Geese,sale_revenue_Geese,slghtr_unit_value_Geese,slghtr_value_Geese,prod_value_Geese,province
HID103072,2,0,,38,30,0,25,0,15000,0,0,4,0,,,,,1,0,0,1,0,0,0,0,0,30,29,1,37,.8108108,.78378379,.027027028,67,.37313432,0,0,,,,,,,,,,,700,,,800,,,,,15000,,15000,16000,21150,,21150,84600,84600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
HID103155,1,0,,5,15,0,3,10,20000,0,0,30,0,,,,,0,1,0,1,0,0,0,0,0,15,43,-28,33,.45454547,1.3030303,-.84848487,48,.0625,0,0,,,,,,,,,,,,,,800,,,,,18000,20000,,16000,28200,282000,28200,846000,1128000,1,0,,13,8,0,0,0,13500,0,0,10,0,,,,,0,0,0,1,0,0,0,0,0,8,10,-2,15,.53333336,.66666669,-.13333334,23,0,0,0,,,,,,,,,,,550,,,500,,,,,13500,,13500,12000,27405,,27405,274050,274050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HID103168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID103193,1,0,,15,5,0,3,2,15000,0,0,0,0,,,,,0,1,0,0,0,0,0,0,0,5,5,0,15,.33333334,.33333334,0,20,.15000001,0,0,,,,,,,,,,,1000,,,800,,,,,17000,15000,,16000,21150,42300,21150,,42300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
HID103228,1,0,,25,30,0,15,0,15000,0,0,15,0,,,,,0,0,0,1,0,0,0,0,0,30,30,0,25,1.2,1.2,0,55,.27272728,0,0,,,,,,,,,,,700,,,800,,,,,15000,,15000,16000,21150,,21150,317250,317250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
HID103377,2,0,,7,70,0,15,0,13000,0,0,20,0,,,,,1,0,0,1,0,0,0,0,0,70,35,35,1,70,35,35,71,.21126761,0,0,,,,,,,,,,,700,,,800,,,,,13000,,13000,16000,18330,,18330,366600,366600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID103410,1,0,,170,35,0,0,200,20000,0,30,30,0,,,,,0,1,1,1,0,0,0,0,0,35,260,-225,395,.088607594,.65822786,-.56962025,430,0,0,0,,,,,,,,,,,750,,,800,,,,,17000,20000,,16000,28200,5640000,28200,846000,6486000,3,0,,2757,0,1500,0,0,10000,0,0,10,1,12,31,2700,500,1,0,0,1,1,1,0,0,0,1500,10,1490,1267,1.1838989,.0078926599,1.1760063,2767,0,.00036140223,1,1004400,986175,,,,,0,0,1,1004400,500,500,,500,,502200000,0,502200000,10000,,10000,12000,20300,,20300,203000,502403008,1,0,,5,0,0,0,0,23000,0,0,7,0,,,,,0,0,0,1,0,0,0,0,0,0,7,-7,12,0,.58333331,-.58333331,12,0,0,0,,,,,,,,,,,10000,,,10000,,,,,23000,,23000,24000,103500,,103500,724500,724500,7
HID103456,1,0,,15,30,0,5,0,20000,0,0,13,0,,,,,0,0,0,1,0,0,0,0,0,30,18,12,3,10,6,4,33,.15151516,0,0,,,,,,,,,,,,,,800,,,,,20000,,20000,16000,28200,,28200,366600,366600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
HID103520,2,0,,100,200,0,50,50,1500,0,2,10,50,,,,,1,1,1,1,0,0,0,0,0,200,112,88,12,16.666666,9.333333,7.3333335,212,.23584905,.23584905,1,,,,,,,,,,,700,,,800,,,,,13000,1500,,16000,2115,105750,2115,21150,126900,2,0,,4,0,4,0,0,10000,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,4,0,4,1,4,0,4,5,0,0,0,,,,,,,,,,,500,,,500,,,,,10000,,10000,12000,20300,,20300,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID103658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,20,0,0,10,0,15000,0,0,5,0,,,,,1,0,0,1,0,0,0,0,0,0,15,-15,35,0,.42857143,-.42857143,35,.2857143,0,0,,,,,,,,,,,500,,,500,,,,,15000,,15000,12000,30450,,30450,152250,152250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID103695,2,0,,20,12,0,8,2,18000,0,0,3,0,,,,,1,1,0,1,0,0,0,0,0,12,13,-1,21,.5714286,.61904764,-.047619049,33,.24242425,0,0,,,,,,,,,,,,,,800,,,,,20000,18000,,16000,25380,50760,25380,76140,126900,2,0,,3,4,0,4,0,15000,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,4,4,0,3,1.3333334,1.3333334,0,7,.5714286,0,0,,,,,,,,,,,,,,500,,,,,15000,,15000,12000,30450,,30450,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
HID103705,1,0,,5,30,0,30,0,14000,0,0,3,0,,,,,0,0,0,1,0,0,0,0,0,30,33,-3,8,3.75,4.125,-.375,38,.78947371,0,0,,,,,,,,,,,1000,,,800,,,,,14000,,14000,16000,19740,,19740,59220,59220,1,0,,6,10,0,6,0,10000,0,0,5,0,,,,,0,0,0,1,0,0,0,0,0,10,11,-1,7,1.4285715,1.5714285,-.14285715,17,.35294119,0,0,,,,,,,,,,,500,,,500,,,,,10000,,10000,12000,20300,,20300,101500,101500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID103754,2,0,,54,60,10,15,10,15000,0,2,20,0,,,,,1,1,1,1,0,0,0,0,0,70,47,23,31,2.2580645,1.516129,.74193549,101,.14851485,0,0,,,,,,,,,,,800,,,800,,,,,15750,15000,,16000,21150,211500,21150,423000,634500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
HID103871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HID103888,1,0,,15,5,0,10,0,17000,0,0,5,0,,,,,0,0,0,1,0,0,0,0,0,5,15,-10,25,.2,.60000002,-.40000001,30,.33333334,0,0,,,,,,,,,,,1000,,,800,,,,,17000,,17000,16000,23970,,23970,119850,119850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
HID104066,1,0,,5,6,0,2,2,18000,0,0,3,0,,,,,0,1,0,1,0,0,0,0,0,6,7,-1,6,1,1.1666666,-.16666667,12,.16666667,0,0,,,,,,,,,,,750,,,800,,,,,17000,18000,,16000,25380,50760,25380,76140,126900,1,0,,12,10,0,0,2,12000,0,0,4,0,,,,,0,1,0,1,0,0,0,0,0,10,6,4,8,1.25,.75,.5,18,0,0,0,,,,,,,,,,,500,,,500,,,,,10000,12000,,12000,24360,48720,24360,97440,146160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID104070,1,0,,10,10,0,2,0,14000,0,0,5,0,,,,,0,0,0,1,0,0,0,0,0,10,7,3,7,1.4285715,1,.42857143,17,.11764706,0,0,,,,,,,,,,,1000,,,800,,,,,14000,,14000,16000,19740,,19740,98700,98700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID104134,1,0,,40,0,0,10,0,16000,0,0,20,0,,,,,0,0,0,1,0,0,0,0,0,0,30,-30,70,0,.42857143,-.42857143,70,.14285715,0,0,,,,,,,,,,,900,,,800,,,,,16000,,16000,16000,22560,,22560,451200,451200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID104161,2,0,,100,0,0,80,0,15000,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,80,-80,180,0,.44444445,-.44444445,180,.44444445,0,0,,,,,,,,,,,500,,,800,,,,,15000,,15000,16000,21150,,21150,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID104427,2,0,,15,30,0,10,0,16000,0,2,5,0,,,,,1,0,1,1,0,0,0,0,0,30,17,13,2,15,8.5,6.5,32,.3125,0,0,,,,,,,,,,,900,,,800,,,,,16000,,16000,16000,22560,,22560,112800,112800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID104460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
HID104658,1,0,,50,40,0,0,10,17000,5,0,10,50,,,,,0,1,0,1,0,0,0,0,0,40,25,15,35,1.1428572,.71428573,.42857143,75,0,.66666669,1,,,,,,,,,,,1000,,,800,,,,,17000,17000,,16000,23970,239700,23970,239700,479400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
HID104683,1,0,,20,60,0,20,0,14000,0,0,20,0,,,,,0,0,0,1,0,0,0,0,0,60,40,20,1,60,40,20,61,.32786885,0,0,,,,,,,,,,,,,,800,,,,,14000,,14000,16000,19740,,19740,394800,394800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
HID104701,1,0,,20,7,0,13,0,16000,0,0,2,0,,,,,0,0,0,1,0,0,0,0,0,7,15,-8,28,.25,.53571427,-.2857143,35,.37142858,0,0,,,,,,,,,,,900,,,800,,,,,16000,,16000,16000,22560,,22560,45120,45120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID104736,2,0,,200,150,0,0,10,15000,2,20,100,0,,,,,1,1,1,1,0,0,0,0,0,150,132,18,182,.82417583,.72527474,.0989011,332,0,0,0,,,,,,,,,,,700,,,800,,,,,13000,15000,,16000,21150,211500,21150,2115000,2326500,2,0,,24,0,5,1,0,10000,0,0,2,0,,,,,1,0,0,1,0,0,0,0,0,5,3,2,22,.22727273,.13636364,.090909094,27,.037037037,0,0,,,,,,,,,,,500,,,500,,,,,10000,,10000,12000,20300,,20300,40600,40600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID104757,1,0,,7,0,0,0,0,16000,0,0,5,0,,,,,0,0,0,1,0,0,0,0,0,0,5,-5,12,0,.41666666,-.41666666,12,0,0,0,,,,,,,,,,,500,,,800,,,,,16000,,16000,16000,22560,,22560,112800,112800,1,0,,14,0,0,0,0,11000,0,0,5,0,,,,,0,0,0,1,0,0,0,0,0,0,5,-5,19,0,.2631579,-.2631579,19,0,0,0,,,,,,,,,,,400,,,500,,,,,11000,,11000,12000,22330,,22330,111650,111650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID104838,2,0,,30,240,0,50,30,16000,0,0,40,0,,,,,1,1,0,1,0,0,0,0,0,240,120,120,1,240,120,120,241,.20746888,0,0,,,,,,,,,,,500,,,800,,,,,16000,16000,,16000,22560,676800,22560,902400,1579200,2,0,,30,200,0,30,50,10000,0,0,5,0,,,,,1,1,0,1,0,0,0,0,0,200,85,115,1,200,85,115,201,.14925373,0,0,,,,,,,,,,,400,,,500,,,,,11000,10000,,12000,20300,1015000,20300,101500,1116500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID104888,1,0,,30,20,0,5,0,14000,0,0,10,0,,,,,0,0,0,1,0,0,0,0,0,20,15,5,25,.80000001,.60000002,.2,45,.11111111,0,0,,,,,,,,,,,1000,,,800,,,,,14000,,14000,16000,19740,,19740,197400,197400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID104976,1,0,,30,10,0,0,0,17000,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,10,0,10,20,.5,0,.5,30,0,0,0,,,,,,,,,,,1000,,,800,,,,,17000,,17000,16000,23970,,23970,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
HID105088,1,0,,18,7,0,50,0,18000,0,0,35,0,,,,,0,0,0,1,0,0,0,0,0,7,85,-78,96,.072916664,.88541669,-.8125,103,.48543689,0,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,25380,,25380,888300,888300,1,0,,4,25,0,13,0,13500,0,0,5,0,,,,,0,0,0,1,0,0,0,0,0,25,18,7,1,25,18,7,26,.5,0,0,,,,,,,,,,,550,,,500,,,,,13500,,13500,12000,27405,,27405,137025,137025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HID105223,1,0,,2,0,0,0,0,20000,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,,,,,,,,,,,,,,800,,,,,20000,,20000,16000,28200,,28200,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
HID105238,1,0,,2,20,0,8,0,17000,4,0,4,0,,,,,0,0,0,1,0,0,0,0,0,20,16,4,1,20,16,4,21,.38095239,0,0,,,,,,,,,,,1000,,,800,,,,,17000,,17000,16000,23970,,23970,95880,95880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
HID105463,1,0,,25,20,0,0,20,16000,0,0,5,0,,,,,0,1,0,1,0,0,0,0,0,20,25,-5,30,.66666669,.83333331,-.16666667,50,0,0,0,,,,,,,,,,,1000,,,800,,,,,18000,,,16000,22560,451200,22560,112800,564000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID105512,1,0,,19,21,0,15,0,17000,0,0,5,0,,,,,0,0,0,1,0,0,0,0,0,21,20,1,18,1.1666666,1.1111112,.055555556,39,.38461539,0,0,,,,,,,,,,,1000,,,800,,,,,17000,,17000,16000,23970,,23970,119850,119850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
HID105522,1,0,,4,20,0,0,0,16000,10,2,5,0,,,,,0,0,1,1,0,0,0,0,0,20,17,3,1,20,17,3,21,0,0,0,,,,,,,,,,,500,,,800,,,,,16000,,16000,16000,22560,,22560,112800,112800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID105558,1,0,,5,0,0,0,0,17000,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,,,,,,,,,,,1500,,,800,,,,,17000,,17000,16000,23970,,23970,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
HID105581,1,0,,2,0,0,0,0,18000,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,25380,,25380,,0,1,0,,5,0,0,0,0,16000,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,,,,,,,,,,,400,,,500,,,,,16000,,16000,12000,32480,,32480,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID105651,2,0,,35,15,0,5,5,15000,0,0,10,0,,,,,1,1,0,1,0,0,0,0,0,15,20,-5,40,.375,.5,-.125,55,.090909094,0,0,,,,,,,,,,,900,,,800,,,,,16000,15000,,16000,21150,105750,21150,211500,317250,2,0,,5,0,0,0,0,15000,0,0,0,0,2,15,2,500,1,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,5,0,0,0,60,730.5,,,,,1,60,,,500,,500,500,,30000,30000,,15000,,15000,12000,30450,,30450,,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID105671,1,0,,8,12,0,2,0,16000,0,0,10,0,,,,,0,0,0,1,0,0,0,0,0,12,12,0,8,1.5,1.5,0,20,.1,0,0,,,,,,,,,,,900,,,800,,,,,16000,,16000,16000,22560,,22560,225600,225600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID105856,2,0,,60,150,0,0,30,16000,0,2,40,0,,,,,1,1,1,1,0,0,0,0,0,150,72,78,1,150,72,78,151,0,0,0,,,,,,,,,,,750,,,800,,,,,17000,16000,,16000,22560,676800,22560,902400,1579200,2,0,,15,35,0,0,9,10000,0,0,6,0,,,,,1,1,0,1,0,0,0,0,0,35,15,20,1,35,15,20,36,0,0,0,,,,,,,,,,,500,,,500,,,,,10000,10000,,12000,20300,182700,20300,121800,304500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID106028,1,0,,30,50,0,10,0,16000,0,0,25,0,,,,,0,0,0,1,0,0,0,0,0,50,35,15,15,3.3333333,2.3333333,1,65,.15384616,0,0,,,,,,,,,,,500,,,800,,,,,16000,,16000,16000,22560,,22560,564000,564000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID106048,1,0,,3,12,0,0,0,15000,0,2,1,0,,,,,0,0,1,1,0,0,0,0,0,12,3,9,1,12,3,9,13,0,0,0,,,,,,,,,,,1000,,,800,,,,,15000,,15000,16000,21150,,21150,21150,21150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
HID106083,1,0,,60,30,0,1,5,16000,6,0,5,0,,,,,0,1,0,1,0,0,0,0,0,30,17,13,47,.63829786,.36170211,.27659574,77,.012987013,0,0,,,,,,,,,,,1500,,,800,,,,,17000,16000,,16000,22560,112800,22560,112800,225600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
